DEPREG;MUPREG;MESREG;AÑOREG;DIAOCU;MESOCU;DEPOCU;MUPOCU;EDADHOM;EDADMUJ;GETHOM;GETMUJ;NACHOM;NACMUJ;ESCHOM;ESCMUJ;OCUHOM;OCUMUJ
1.0;0101;3.0;2012.0;31.0;1.0;1.0;0101;37.0;36.0;2.0;9.0;320.0;320.0;4.0;9.0;3513;9712
10.0;1001;11.0;2012.0;19.0;9.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;4.0;1.0;3513;9712
5.0;0501;11.0;2012.0;28.0;8.0;5.0;0501;25.0;25.0;2.0;2.0;320.0;320.0;4.0;4.0;3513;9712
1.0;0101;10.0;2012.0;8.0;8.0;1.0;0101;36.0;33.0;2.0;9.0;320.0;320.0;4.0;1.0;3513;9712
1.0;0101;2.0;2013.0;23.0;11.0;1.0;0101;23.0;22.0;2.0;2.0;320.0;320.0;9.0;9.0;3513;9712
1.0;0101;3.0;2012.0;6.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513;9712
1.0;0101;7.0;2012.0;24.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513;9712
1.0;0108;10.0;2012.0;28.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;3513;9712
21.0;2101;12.0;2012.0;3.0;12.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513;9712
1.0;0101;1.0;2013.0;27.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3513;9712
1.0;0114;8.0;2012.0;19.0;6.0;1.0;0114;47.0;41.0;2.0;2.0;320.0;320.0;4.0;5.0;3522;9712
10.0;1020;8.0;2012.0;18.0;3.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;3522;9712
11.0;1107;3.0;2013.0;2.0;5.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4131;9712
12.0;1202;6.0;2012.0;8.0;5.0;12.0;1201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4131;9712
1.0;0101;10.0;2012.0;9.0;8.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4131;9712
1.0;0101;12.0;2012.0;30.0;7.0;1.0;0101;23.0;20.0;2.0;9.0;320.0;320.0;4.0;1.0;4211;9712
11.0;1108;12.0;2012.0;22.0;5.0;11.0;1101;27.0;999.0;2.0;9.0;320.0;320.0;4.0;9.0;4226;9712
1.0;0101;2.0;2013.0;23.0;4.0;1.0;0101;29.0;26.0;2.0;2.0;320.0;320.0;4.0;4.0;4229;9712
16.0;1601;6.0;2012.0;2.0;5.0;16.0;1601;30.0;26.0;9.0;9.0;320.0;320.0;1.0;1.0;4311;9712
1.0;0101;7.0;2012.0;28.0;5.0;1.0;0101;25.0;23.0;2.0;2.0;320.0;320.0;4.0;4.0;4311;9712
1.0;0101;6.0;2012.0;5.0;3.0;1.0;0101;31.0;22.0;9.0;9.0;320.0;320.0;4.0;9.0;4311;9712
21.0;2101;6.0;2012.0;30.0;5.0;21.0;2101;31.0;999.0;9.0;9.0;320.0;320.0;4.0;9.0;4311;9712
17.0;1703;9.0;2012.0;17.0;8.0;17.0;1703;31.0;19.0;2.0;2.0;320.0;320.0;4.0;4.0;4311;9712
17.0;1703;7.0;2012.0;2.0;5.0;17.0;1705;31.0;27.0;2.0;2.0;320.0;320.0;4.0;5.0;4311;9712
1.0;0101;10.0;2012.0;20.0;9.0;1.0;0101;32.0;29.0;2.0;9.0;320.0;320.0;4.0;4.0;4311;9712
16.0;1601;4.0;2013.0;13.0;9.0;16.0;1601;34.0;24.0;1.0;2.0;320.0;320.0;4.0;4.0;4311;9712
19.0;1901;1.0;2013.0;5.0;11.0;19.0;1901;36.0;30.0;2.0;2.0;320.0;320.0;4.0;9.0;4311;9712
19.0;1902;11.0;2012.0;5.0;11.0;19.0;1901;36.0;30.0;2.0;2.0;320.0;320.0;4.0;9.0;4311;9712
6.0;0611;8.0;2012.0;25.0;5.0;6.0;0601;37.0;36.0;2.0;2.0;320.0;320.0;4.0;4.0;4311;9712
16.0;1603;6.0;2013.0;2.0;5.0;16.0;1601;37.0;21.0;1.0;1.0;320.0;320.0;4.0;3.0;4311;9712
1.0;0114;4.0;2013.0;20.0;9.0;1.0;0101;39.0;25.0;9.0;9.0;320.0;320.0;4.0;4.0;4311;9712
1.0;0101;5.0;2012.0;2.0;2.0;1.0;0101;45.0;45.0;2.0;2.0;320.0;320.0;4.0;4.0;4311;9712
9.0;0920;10.0;2012.0;21.0;8.0;9.0;0920;46.0;999.0;2.0;9.0;320.0;320.0;4.0;9.0;4311;9712
8.0;0801;5.0;2012.0;6.0;3.0;8.0;0801;20.0;21.0;1.0;1.0;320.0;320.0;4.0;4.0;4311;9712
1.0;0101;4.0;2013.0;21.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
9.0;0901;4.0;2012.0;27.0;2.0;9.0;0901;999.0;999.0;2.0;2.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0101;4.0;2013.0;11.0;10.0;1.0;0101;29.0;25.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0102;1.0;2013.0;14.0;12.0;1.0;0101;34.0;23.0;2.0;2.0;320.0;320.0;9.0;4.0;4311;9712
1.0;0101;2.0;2012.0;26.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0101;2.0;2013.0;13.0;12.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0101;4.0;2013.0;28.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0101;5.0;2012.0;22.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0101;10.0;2012.0;28.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0101;11.0;2012.0;3.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0113;7.0;2012.0;5.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0101;2.0;2013.0;4.0;7.0;3.0;0301;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
10.0;1010;4.0;2013.0;11.0;4.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
10.0;1010;12.0;2012.0;11.0;4.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
10.0;1008;4.0;2012.0;17.0;4.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
15.0;1501;5.0;2012.0;9.0;3.0;15.0;1501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
18.0;1801;7.0;2012.0;14.0;6.0;18.0;1801;999.0;36.0;9.0;2.0;320.0;320.0;9.0;4.0;4311;9712
19.0;1901;11.0;2012.0;27.0;8.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0101;4.0;2013.0;30.0;11.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
21.0;2101;1.0;2013.0;8.0;11.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
22.0;2203;8.0;2012.0;7.0;7.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
13.0;1312;3.0;2013.0;22.0;10.0;17.0;1703;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
17.0;1704;5.0;2012.0;16.0;4.0;17.0;1703;999.0;35.0;9.0;2.0;320.0;320.0;9.0;4.0;4311;9712
1.0;0115;7.0;2012.0;15.0;3.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4311;9712
20.0;2004;1.0;2013.0;23.0;7.0;20.0;2004;27.0;16.0;1.0;1.0;320.0;320.0;9.0;9.0;4311;9712
1.0;0115;5.0;2012.0;17.0;2.0;1.0;0115;24.0;21.0;9.0;9.0;320.0;320.0;1.0;1.0;4321;9712
1.0;0115;4.0;2012.0;1.0;3.0;1.0;0115;27.0;35.0;2.0;9.0;320.0;320.0;3.0;1.0;4321;9712
1.0;0101;10.0;2012.0;28.0;8.0;1.0;0101;23.0;23.0;9.0;9.0;320.0;320.0;3.0;4.0;4419;9712
1.0;0108;10.0;2012.0;25.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;4419;9712
7.0;0710;8.0;2012.0;14.0;6.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5120;9712
9.0;0901;9.0;2012.0;14.0;8.0;9.0;0901;23.0;19.0;1.0;2.0;320.0;320.0;3.0;3.0;5131;9712
1.0;0101;2.0;2012.0;5.0;1.0;1.0;0101;33.0;999.0;2.0;9.0;320.0;320.0;3.0;9.0;5131;9712
1.0;0101;7.0;2012.0;25.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;5221;9712
3.0;0308;3.0;2012.0;16.0;1.0;1.0;0101;31.0;32.0;9.0;9.0;320.0;320.0;1.0;1.0;5221;9712
1.0;0101;7.0;2012.0;11.0;6.0;1.0;0115;41.0;39.0;9.0;9.0;320.0;320.0;1.0;1.0;5221;9712
1.0;0101;1.0;2013.0;29.0;10.0;1.0;0101;999.0;46.0;9.0;9.0;320.0;320.0;1.0;1.0;5221;9712
6.0;0601;4.0;2012.0;6.0;2.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;5221;9712
5.0;0501;11.0;2012.0;25.0;7.0;5.0;0501;26.0;27.0;2.0;2.0;320.0;320.0;2.0;4.0;5221;9712
8.0;0803;11.0;2012.0;11.0;10.0;8.0;0803;39.0;35.0;1.0;1.0;320.0;320.0;2.0;4.0;5221;9712
1.0;0101;5.0;2012.0;17.0;4.0;7.0;0701;24.0;27.0;2.0;9.0;320.0;222.0;3.0;1.0;5221;9712
13.0;1308;6.0;2013.0;24.0;10.0;13.0;1308;27.0;25.0;1.0;1.0;320.0;320.0;3.0;2.0;5221;9712
9.0;0901;3.0;2013.0;17.0;9.0;9.0;0901;29.0;29.0;2.0;2.0;320.0;320.0;4.0;5.0;5221;9712
1.0;0101;4.0;2012.0;13.0;3.0;1.0;0101;31.0;30.0;2.0;9.0;320.0;320.0;4.0;9.0;5221;9712
2.0;0201;4.0;2012.0;20.0;3.0;2.0;0201;31.0;24.0;2.0;2.0;320.0;320.0;4.0;5.0;5221;9712
1.0;0101;10.0;2012.0;17.0;5.0;1.0;0101;35.0;27.0;2.0;2.0;320.0;320.0;4.0;4.0;5221;9712
1.0;0101;3.0;2013.0;19.0;12.0;1.0;0101;36.0;29.0;2.0;9.0;320.0;320.0;4.0;4.0;5221;9712
10.0;1001;11.0;2012.0;23.0;10.0;10.0;1001;41.0;999.0;2.0;9.0;320.0;320.0;4.0;9.0;5221;9712
1.0;0101;10.0;2012.0;17.0;7.0;3.0;0301;27.0;24.0;2.0;9.0;320.0;320.0;5.0;1.0;5221;9712
1.0;0101;3.0;2013.0;4.0;6.0;1.0;0101;28.0;31.0;2.0;2.0;320.0;320.0;5.0;5.0;5221;9712
8.0;0801;4.0;2012.0;23.0;2.0;8.0;0801;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
9.0;0920;12.0;2012.0;26.0;10.0;9.0;0920;24.0;28.0;2.0;2.0;320.0;320.0;9.0;9.0;5221;9712
10.0;1001;1.0;2013.0;2.0;10.0;10.0;1001;32.0;19.0;2.0;2.0;320.0;320.0;9.0;9.0;5221;9712
17.0;1701;3.0;2012.0;16.0;1.0;17.0;1705;45.0;23.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;2.0;2013.0;25.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;2.0;2013.0;26.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;3.0;2013.0;24.0;10.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;5.0;2012.0;17.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;6.0;2012.0;26.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;8.0;2012.0;3.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;8.0;2012.0;15.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;840.0;9.0;9.0;5221;9712
1.0;0101;9.0;2012.0;18.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;9.0;2012.0;21.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;10.0;2012.0;2.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0101;12.0;2012.0;26.0;7.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
7.0;0701;7.0;2012.0;17.0;4.0;7.0;0701;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
9.0;0901;6.0;2012.0;18.0;5.0;9.0;0901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
11.0;1107;3.0;2012.0;9.0;2.0;11.0;1101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
1.0;0115;10.0;2012.0;12.0;10.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
9.0;0901;12.0;2012.0;25.0;10.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5221;9712
8.0;0802;10.0;2012.0;20.0;7.0;9.0;0901;37.0;38.0;2.0;2.0;320.0;320.0;9.0;9.0;5242;9712
1.0;0101;12.0;2012.0;14.0;2.0;1.0;0101;36.0;34.0;2.0;9.0;320.0;320.0;4.0;1.0;5249;9712
1.0;0101;12.0;2012.0;12.0;10.0;1.0;0101;29.0;999.0;2.0;9.0;320.0;320.0;5.0;9.0;5249;9712
1.0;0101;6.0;2012.0;13.0;2.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5249;9712
1.0;0101;4.0;2012.0;8.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5249;9712
1.0;0101;10.0;2012.0;10.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5249;9712
10.0;1019;9.0;2012.0;20.0;6.0;10.0;1001;28.0;26.0;2.0;2.0;320.0;320.0;3.0;3.0;5412;9712
1.0;0108;7.0;2012.0;2.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5412;9712
5.0;0504;9.0;2012.0;13.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;5412;9712
6.0;0602;8.0;2012.0;4.0;5.0;6.0;0601;19.0;22.0;2.0;2.0;320.0;320.0;1.0;1.0;6111;9712
6.0;0602;10.0;2012.0;4.0;5.0;6.0;0601;19.0;22.0;2.0;2.0;320.0;320.0;1.0;1.0;6111;9712
5.0;0511;4.0;2013.0;3.0;9.0;1.0;0101;29.0;27.0;9.0;9.0;320.0;320.0;1.0;1.0;6111;9712
9.0;0921;12.0;2012.0;13.0;9.0;9.0;0920;32.0;34.0;1.0;1.0;320.0;320.0;1.0;3.0;6111;9712
5.0;0506;6.0;2012.0;3.0;2.0;10.0;1001;43.0;19.0;9.0;9.0;320.0;320.0;1.0;1.0;6111;9712
15.0;1501;6.0;2012.0;20.0;4.0;15.0;1501;50.0;43.0;9.0;2.0;320.0;320.0;1.0;4.0;6111;9712
3.0;0301;11.0;2012.0;31.0;8.0;1.0;0101;51.0;51.0;2.0;2.0;320.0;320.0;1.0;1.0;6111;9712
11.0;1107;10.0;2012.0;8.0;6.0;11.0;1101;999.0;999.0;2.0;2.0;320.0;320.0;1.0;1.0;6111;9712
14.0;1403;2.0;2012.0;3.0;2.0;14.0;1401;23.0;22.0;1.0;1.0;320.0;320.0;2.0;3.0;6111;9712
9.0;0917;9.0;2012.0;16.0;7.0;9.0;0920;32.0;31.0;2.0;2.0;320.0;320.0;2.0;3.0;6111;9712
19.0;1904;5.0;2012.0;4.0;5.0;2.0;0201;40.0;34.0;2.0;2.0;320.0;320.0;2.0;3.0;6111;9712
6.0;0611;12.0;2012.0;8.0;11.0;22.0;2201;41.0;42.0;2.0;2.0;320.0;320.0;2.0;5.0;6111;9712
22.0;2202;7.0;2012.0;18.0;5.0;22.0;2201;47.0;31.0;2.0;2.0;320.0;320.0;2.0;2.0;6111;9712
6.0;0604;9.0;2012.0;6.0;9.0;6.0;0601;999.0;31.0;2.0;9.0;320.0;320.0;3.0;1.0;6111;9712
15.0;1501;2.0;2013.0;16.0;11.0;15.0;1501;22.0;17.0;9.0;9.0;320.0;320.0;3.0;1.0;6111;9712
5.0;0502;8.0;2012.0;10.0;7.0;5.0;0502;20.0;22.0;2.0;2.0;320.0;320.0;9.0;9.0;6111;9712
10.0;1001;12.0;2012.0;25.0;10.0;10.0;1001;27.0;29.0;9.0;2.0;320.0;320.0;9.0;4.0;6111;9712
9.0;0920;9.0;2012.0;26.0;6.0;9.0;0920;38.0;999.0;2.0;2.0;320.0;320.0;9.0;9.0;6111;9712
10.0;1002;12.0;2012.0;26.0;9.0;10.0;1001;40.0;999.0;1.0;9.0;320.0;320.0;9.0;9.0;6111;9712
1.0;0108;2.0;2013.0;15.0;5.0;1.0;0101;41.0;28.0;9.0;2.0;320.0;320.0;9.0;4.0;6111;9712
1.0;0101;1.0;2013.0;12.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
1.0;0101;6.0;2012.0;10.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
1.0;0101;6.0;2012.0;23.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
1.0;0115;12.0;2012.0;14.0;11.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
20.0;2011;4.0;2012.0;21.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
5.0;0503;9.0;2012.0;10.0;4.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
1.0;0113;6.0;2012.0;22.0;2.0;6.0;0601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
6.0;0609;2.0;2013.0;13.0;12.0;7.0;0701;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
10.0;1001;6.0;2012.0;8.0;5.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
16.0;1601;4.0;2013.0;14.0;5.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
16.0;1604;6.0;2012.0;2.0;3.0;16.0;1601;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
18.0;1805;1.0;2013.0;21.0;12.0;20.0;2001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
21.0;2101;4.0;2013.0;26.0;12.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
21.0;2101;12.0;2012.0;17.0;9.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
22.0;2203;6.0;2012.0;11.0;5.0;22.0;2201;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
17.0;1703;11.0;2012.0;17.0;7.0;17.0;1703;999.0;999.0;9.0;2.0;320.0;320.0;9.0;2.0;6111;9712
18.0;1805;4.0;2012.0;23.0;1.0;18.0;1805;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;6111;9712
1.0;0101;10.0;2012.0;13.0;3.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
1.0;0110;1.0;2013.0;4.0;10.0;1.0;0110;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;6111;9712
13.0;1312;9.0;2012.0;20.0;8.0;13.0;1312;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;6111;9712
17.0;1709;11.0;2012.0;1.0;10.0;17.0;1712;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
1.0;0114;3.0;2013.0;20.0;7.0;1.0;0114;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
1.0;0101;8.0;2012.0;4.0;5.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6111;9712
16.0;1604;4.0;2013.0;21.0;9.0;16.0;1601;999.0;19.0;1.0;1.0;320.0;320.0;9.0;3.0;6111;9712
21.0;2101;8.0;2012.0;4.0;6.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;6113;9712
1.0;0115;1.0;2012.0;3.0;1.0;1.0;0115;999.0;999.0;9.0;9.0;222.0;320.0;9.0;9.0;6123;9712
12.0;1202;2.0;2013.0;5.0;11.0;12.0;1201;20.0;16.0;2.0;2.0;320.0;320.0;2.0;9.0;7112;9712
1.0;0102;10.0;2012.0;20.0;7.0;1.0;0101;23.0;999.0;2.0;2.0;320.0;320.0;2.0;9.0;7112;9712
1.0;0101;1.0;2013.0;26.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7112;9712
1.0;0101;7.0;2012.0;22.0;6.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7112;9712
1.0;0101;9.0;2012.0;26.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7112;9712
10.0;1001;11.0;2012.0;18.0;10.0;10.0;1001;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7112;9712
19.0;1901;1.0;2013.0;3.0;12.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7112;9712
15.0;1501;8.0;2012.0;27.0;7.0;15.0;1501;22.0;20.0;2.0;2.0;320.0;320.0;1.0;3.0;7115;9712
11.0;1107;1.0;2013.0;10.0;12.0;11.0;1101;33.0;28.0;9.0;9.0;320.0;320.0;1.0;1.0;7115;9712
1.0;0101;1.0;2013.0;2.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7115;9712
1.0;0101;1.0;2013.0;25.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7115;9712
21.0;2101;11.0;2012.0;29.0;10.0;21.0;2101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7115;9712
9.0;0920;1.0;2013.0;24.0;9.0;9.0;0920;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7115;9712
1.0;0101;12.0;2012.0;19.0;9.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;9.0;7212;9712
1.0;0108;6.0;2012.0;8.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;7221;9712
1.0;0101;9.0;2012.0;10.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;1.0;1.0;7231;9712
12.0;1213;10.0;2012.0;10.0;9.0;12.0;1201;41.0;33.0;2.0;2.0;320.0;320.0;4.0;9.0;7231;9712
4.0;0401;12.0;2012.0;7.0;11.0;4.0;0401;24.0;22.0;2.0;2.0;320.0;320.0;4.0;4.0;7231;9712
1.0;0101;2.0;2013.0;20.0;11.0;1.0;0101;33.0;23.0;9.0;2.0;320.0;320.0;4.0;3.0;7231;9712
1.0;0101;6.0;2012.0;7.0;5.0;1.0;0108;29.0;30.0;2.0;9.0;320.0;320.0;9.0;9.0;7231;9712
1.0;0101;7.0;2012.0;2.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231;9712
1.0;0101;3.0;2012.0;19.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231;9712
5.0;0509;2.0;2013.0;13.0;8.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231;9712
9.0;0920;6.0;2012.0;18.0;4.0;11.0;1101;999.0;999.0;2.0;2.0;320.0;320.0;9.0;9.0;7231;9712
19.0;1901;6.0;2012.0;6.0;3.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231;9712
9.0;0901;10.0;2012.0;10.0;8.0;9.0;0901;55.0;47.0;9.0;9.0;320.0;320.0;9.0;9.0;7231;9712
1.0;0101;2.0;2012.0;17.0;1.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231;9712
1.0;0101;7.0;2012.0;17.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7231;9712
1.0;0115;3.0;2012.0;13.0;2.0;1.0;0115;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7319;9712
7.0;0710;9.0;2012.0;1.0;8.0;7.0;0701;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7319;9712
1.0;0108;6.0;2012.0;2.0;4.0;1.0;0108;36.0;999.0;2.0;9.0;320.0;320.0;3.0;9.0;7321;9712
1.0;0101;8.0;2012.0;2.0;2.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;1.0;7323;9712
15.0;1501;1.0;2013.0;9.0;10.0;15.0;1501;40.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;7411;9712
1.0;0101;5.0;2012.0;2.0;4.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7411;9712
1.0;0101;5.0;2012.0;8.0;3.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7411;9712
19.0;1901;1.0;2013.0;26.0;10.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7411;9712
19.0;1901;3.0;2012.0;5.0;3.0;19.0;1901;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7411;9712
1.0;0108;6.0;2013.0;23.0;10.0;1.0;0108;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7411;9712
1.0;0114;7.0;2012.0;18.0;5.0;1.0;0108;999.0;999.0;9.0;2.0;320.0;320.0;9.0;9.0;7411;9712
5.0;0501;7.0;2012.0;5.0;3.0;5.0;0501;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7412;9712
1.0;0110;9.0;2012.0;19.0;1.0;1.0;0101;33.0;999.0;2.0;9.0;320.0;320.0;2.0;9.0;7511;9712
1.0;0102;1.0;2013.0;20.0;10.0;1.0;0101;35.0;32.0;9.0;2.0;320.0;320.0;9.0;9.0;7512;9712
1.0;0101;6.0;2012.0;10.0;5.0;1.0;0101;999.0;999.0;9.0;9.0;320.0;320.0;9.0;9.0;7512;9712
